gene,pval,logFC,pct_good,pct_bad,padj,cluster,sig
FAM83H,2.17510797519979e-06,-0.664407917765789,0.151,0.36,0.0980277662263042,2,FALSE
KCTD9,2.32962246336271e-06,-0.933318356066602,0.065,0.185,0.10499142517883,1,FALSE
KRT6A,2.40546770951556e-06,-5.43630405763617,0.052,0.533,0.108409618732447,17,FALSE
PLAU,2.45064222813911e-06,-3.33928094322576,0.07,0.495,0.110445543937773,15,FALSE
SERPINB1,2.63825189719467e-06,-2.46936908187624,0.655,1,0.118900736502769,17,FALSE
IGFBP2,2.76630430804811e-06,1.2074083592716,0.86,0.813,0.124671802555112,15,FALSE
SLC38A2,2.77651520657529e-06,1.06788292327234,0.749,0.615,0.125131987329935,11,FALSE
BIK,2.8361220800649e-06,-1.71869450655424,0.256,0.67,0.127818349904365,15,FALSE
EGR2,2.9103710439241e-06,2.91024186966888,0.347,0.09,0.131164602207571,11,FALSE
IRAK1,2.9558205281792e-06,-1.50742680659593,0.091,0.321,0.13321291956398,11,FALSE
MIR4435-2HG,3.26072638757302e-06,-2.19754458814955,0.256,0.637,0.146954416835141,15,FALSE
C1orf116,3.44390530604826e-06,-0.69848755526852,0.289,0.49,0.155209924332983,0,FALSE
JUNB,3.567804864309e-06,2.02748572192432,1,0.867,0.160793829624678,17,FALSE
IGLC3,3.64414778316039e-06,4.1094942049196,0.776,0.067,0.164234452291472,17,FALSE
FOS,3.93560551877986e-06,1.8544077560507,1,0.8,0.177369869520371,17,FALSE
EGR1,4.56729102074253e-06,2.67821657675997,0.914,0.533,0.205838671722824,17,FALSE
MRTO4,5.04419628369008e-06,-1.63489353834061,0.123,0.359,0.227331838113345,11,FALSE
SDPR,5.33799757277471e-06,2.55446485802266,0.581,0.253,0.240572874609811,15,FALSE
LYPD3,5.49748506277423e-06,-0.396654300455412,0.083,0.214,0.247760656809109,1,FALSE
MAP2K3,5.54199461153362e-06,-1.50871985422729,0.372,0.703,0.249766613152597,15,FALSE
S100A16,5.6490047167833e-06,-1.90898086124056,0.638,1,0.25458934457599,17,FALSE
CALML3,5.83153569781201e-06,-2.57745857632541,0.279,0.67,0.262815650828992,15,FALSE
FOSB,6.17617120727185e-06,1.31578870485006,0.575,0.333,0.278347683969328,11,FALSE
ALDH1A3,6.55915939189134e-06,-2.63504197803425,0.328,0.867,0.295608195473759,17,FALSE
C1orf116,7.06764252801578e-06,-3.07117788036309,0.155,0.733,0.318524513452615,17,FALSE
KRT14,7.10002927481193e-06,-6.43103864218452,0,1,0.319984119357224,14,FALSE
IRAK1,7.67854667301744e-06,-1.14675088611207,0.054,0.184,0.34605674145955,2,FALSE
SPARCL1,7.86510545337093e-06,2.71540971446331,0.605,0.341,0.354464572572521,15,FALSE
AREG,8.89736611150141e-06,-1.56472550832155,0.324,0.481,0.400986495913145,0,FALSE
IGHG3,9.22613087109948e-06,2.91439887924196,0.81,0.133,0.415803266098712,17,FALSE
TSC22D1,9.89918802343665e-06,0.963518822330039,0.872,0.808,0.446136605840243,11,FALSE
FST,1.03487528084236e-05,-2.50240462759174,0.064,0.244,0.466397591570037,11,FALSE
SERPINB2,1.03656675668776e-05,-5.02174432112328,0.017,0.4,0.467159905904041,17,FALSE
SCGB1A1,1.03771456691672e-05,1.3108773971063,1,0.912,0.467677201018028,15,FALSE
LRRC8A,1.04919298603171e-05,-1.44739329849232,0.535,0.802,0.472850294944771,15,FALSE
BACE2,1.08687721949004e-05,-0.318002039915401,0.193,0.374,0.489833825279769,1,FALSE
SOX9,1.38067718479728e-05,-3.66508731354714,0.069,0.533,0.622243593644438,17,FALSE
IGFBP3,1.3880422206925e-05,-0.578185851252068,0.741,0.832,0.625562868021694,0,FALSE
LMNA,1.51459216860085e-05,-1.52545174536896,0.828,1,0.682596398545032,17,FALSE
SERPINB5,1.61082407669989e-05,-3.25511032140742,0.259,0.733,0.725966194887108,17,FALSE
ANO1,1.64592068388061e-05,-2.31687888670254,0.05,0.218,0.741783533811315,11,FALSE
TOB1,1.66470606600848e-05,1.67410175279627,0.721,0.549,0.750249729828702,15,FALSE
EIF4EBP1,1.70850903836655e-05,-1.15683615918144,0.178,0.423,0.769990853411037,11,FALSE
MACC1,1.71034886347303e-05,-1.45309650384647,0.022,0.118,0.770820025790025,2,FALSE
ST14,1.77591446946779e-05,-1.32364309168343,0.535,0.846,0.800369133099743,15,FALSE
C1orf116,1.84940624422373e-05,-0.702779288795731,0.125,0.294,0.833490406146753,2,FALSE
IGLC2,1.90909725277671e-05,2.29012466757936,0.862,0.467,0.860391949881407,17,FALSE
ST14,1.92674307406952e-05,-0.744625990680962,0.158,0.342,0.868344568621651,2,FALSE
PIGR,1.97873575495408e-05,2.175417203887,0.558,0.22,0.891776630042703,15,FALSE
KRT4,3.76049793607094e-05,-1.68491426816538,0.289,0.452,1,0,FALSE
BACE2,8.85231844104988e-05,-0.288103863909305,0.285,0.49,1,0,FALSE
FCGBP,0.000130442279896681,2.56491978840185,0.141,0.043,1,0,FALSE
NKX2-1,0.000431313575938843,1.11980368570232,0.493,0.466,1,0,FALSE
KRT17,0.00163424027955584,-0.516787787013188,0.972,0.976,1,0,FALSE
LIG4,0.00430086549383246,-0.344724108471514,0.042,0.101,1,0,FALSE
CLDN1,0.00825316550681275,-0.700641858712428,0.757,0.889,1,0,FALSE
CITED2,0.0309850813475652,0.656548318963412,0.431,0.399,1,0,FALSE
ADH7,0.0918305125883405,-0.251452301950577,0.743,0.885,1,0,FALSE
LAMB3,0.188406025599005,0.203774561815883,0.708,0.755,1,0,FALSE
LYZ,6.12597758771102e-05,3.20815311412995,0.078,0.013,1,1,FALSE
ST14,6.96551633940335e-05,-0.245248876152259,0.188,0.351,1,1,FALSE
TFF3,0.000133989521120225,1.16440318128908,0.454,0.431,1,1,FALSE
ITGB8,0.000157719801417609,-0.181889608192346,0.163,0.307,1,1,FALSE
SDCBP2,0.000206127617587473,-1.06250627424375,0.015,0.07,1,1,FALSE
C15orf48,0.000298770516947826,-1.36403049616827,0.025,0.086,1,1,FALSE
SPRR1B,0.000660823561611914,-3.62540858337164,0,0.029,1,1,FALSE
LAMB3,0.00187301859009384,0.443030176642334,0.719,0.818,1,1,FALSE
SPRR3,0.00553397116238747,-2.63657738822103,0,0.019,1,1,FALSE
CITED2,0.015781567026659,0.603195608126181,0.456,0.444,1,1,FALSE
KRT23,0.0158719981605182,-0.535607711133221,0.02,0.054,1,1,FALSE
FCGBP,0.0175928569787188,2.17895337389801,0.058,0.022,1,1,FALSE
KRT4,0.0460472911363451,-0.324743710457663,0.043,0.08,1,1,FALSE
ISLR,0.0538472203670384,0.829364690088775,0.338,0.323,1,1,FALSE
TTC9,0.0677385207678131,0.18391206565417,0.01,0.029,1,1,FALSE
UNC5B-AS1,0.0787614741587137,0.146177859224549,0.093,0.141,1,1,FALSE
CSTA,0.164398862104418,0.297070824870166,0.709,0.84,1,1,FALSE
SOX9,0.543352608926939,0.670335079887663,0.145,0.176,1,1,FALSE
LIG4,0.626003073927842,0.545904350441098,0.023,0.029,1,1,FALSE
CLDN1,0.791142323781072,0.150867927988791,0.519,0.668,1,1,FALSE
RAB11FIP1,0.825435332614912,0.83122114930175,0.078,0.086,1,1,FALSE
UPK1B,2.48755475186973e-05,-0.83024320628639,0.057,0.184,1,2,FALSE
TFF3,2.95185055004973e-05,1.58801575775706,0.434,0.351,1,2,FALSE
SOX9,0.000183069307585258,-0.735635338388702,0.118,0.254,1,2,FALSE
UGT2A1,0.000236224312404106,2.03675304049329,0.24,0.132,1,2,FALSE
LGALS1,0.000237329053461535,0.440356846648583,0.778,0.807,1,2,FALSE
BACE2,0.000316034240202411,-0.236723020346003,0.147,0.307,1,2,FALSE
ISLR,0.000364230256455932,1.19817464302924,0.362,0.263,1,2,FALSE
ITGB8,0.000596576413746536,-0.334401413426811,0.204,0.377,1,2,FALSE
CDC42EP5,0.00100428692326514,2.24541549205841,0.136,0.053,1,2,FALSE
SDCBP2,0.00192833089609956,-1.92819278956891,0.007,0.053,1,2,FALSE
CRB3,0.00338934686599909,-0.162452141741452,0.093,0.193,1,2,FALSE
KCTD9,0.00357365055142822,-0.504449323770173,0.054,0.132,1,2,FALSE
CLDN1,0.00620557197103041,-0.321853138666557,0.444,0.654,1,2,FALSE
GYPC,0.00886015537783982,1.46111622303331,0.179,0.105,1,2,FALSE
COL1A1,0.0192080445105902,1.64754100382747,0.211,0.154,1,2,FALSE
FCGBP,0.0200931094134787,2.37764210204676,0.057,0.018,1,2,FALSE
UNC5B-AS1,0.023516120854674,-0.338084996666533,0.072,0.136,1,2,FALSE
TTC9,0.0267484272989877,-0.419888845418329,0.014,0.048,1,2,FALSE
SPRR1B,0.0341198925811001,-2.31298854185741,0.011,0.039,1,2,FALSE
LYPD3,0.0373316584098517,-0.110489117719512,0.079,0.14,1,2,FALSE
CSTA,0.0439125777553492,0.341758872634507,0.695,0.768,1,2,FALSE
CITED2,0.0692197290080024,0.764443029684937,0.305,0.268,1,2,FALSE
LIG4,0.075358775475887,-0.263210945991005,0.014,0.039,1,2,FALSE
RAB11FIP1,0.164772783287588,0.143767208668384,0.057,0.092,1,2,FALSE
C15orf48,0.195718169111253,-0.164231115525815,0.032,0.057,1,2,FALSE
SPRR3,0.229000723176682,-0.55811655467504,0.004,0.013,1,2,FALSE
LAMB3,0.334457038137777,0.280344250078189,0.667,0.825,1,2,FALSE
KRT4,0.447744717033403,1.55272610726343,0.075,0.061,1,2,FALSE
KRT17,0.827305559965658,-0.19362123461362,1,1,1,2,FALSE
FSCN1,2.48567592382611e-05,-2.70432126995116,0.018,0.141,1,11,FALSE
CXCL2,2.7398216565019e-05,1.73008422945262,0.425,0.192,1,11,FALSE
PNO1,2.84690010853127e-05,-1.43297564380278,0.151,0.385,1,11,FALSE
RASD1,3.02230466053254e-05,3.82213291267027,0.292,0.077,1,11,FALSE
ACKR1,4.09663821719294e-05,-0.407310772173665,0.534,0.308,1,11,FALSE
GNA15,5.61546588028921e-05,-0.912796234299783,0.183,0.436,1,11,FALSE
SPARCL1,9.44671772549326e-05,0.523606949507453,0.612,0.423,1,11,FALSE
IGFBP6,0.000154676089655307,-1.1354316522455,0.169,0.397,1,11,FALSE
ARHGAP29,0.000165875787594214,-0.728355992101736,0.196,0.449,1,11,FALSE
LIG4,0.000254320173411518,-1.05570677786125,0.032,0.154,1,11,FALSE
ISG20,0.000338962056175719,-1.3488216405771,0.498,0.654,1,11,FALSE
COL17A1,0.000422774500762529,-1.9548515307387,0.037,0.154,1,11,FALSE
GADD45B,0.000424806576796181,1.33919443997452,0.562,0.449,1,11,FALSE
SERPINE2,0.000522603776470961,-1.55102588650194,0.037,0.154,1,11,FALSE
PNRC1,0.000625176453592805,1.11642587382648,0.562,0.449,1,11,FALSE
RRP9,0.00144166623057388,-1.01041580259807,0.087,0.231,1,11,FALSE
LGALS1,0.00160351984886684,0.754659660799146,0.598,0.462,1,11,FALSE
NTRK2,0.00172288433136769,-1.27742092029828,0.009,0.077,1,11,FALSE
MTHFD2,0.00771542373698495,-0.406908798258988,0.114,0.256,1,11,FALSE
CITED2,0.00776552057673685,1.52039844683071,0.347,0.218,1,11,FALSE
UGT2A1,0.0104407259564552,0.903346494256789,0.53,0.474,1,11,FALSE
ID2,0.0107840290383553,0.671495192069766,0.507,0.41,1,11,FALSE
ID4,0.0134649627897469,1.81803894723203,0.192,0.077,1,11,FALSE
NKX2-1,0.0142038994018694,-0.451094963901811,0.169,0.321,1,11,FALSE
ATAD3A,0.0142919771346871,-0.590927662401097,0.091,0.205,1,11,FALSE
GEM,0.0149467294636699,1.27785670610378,0.174,0.064,1,11,FALSE
TRIM47,0.0207921475375381,-0.686755602452194,0.155,0.282,1,11,FALSE
CAV1,0.0234308867893317,-0.722576437720146,0.201,0.346,1,11,FALSE
H1FX,0.0958818756377902,0.73209420826218,0.484,0.462,1,11,FALSE
GYPC,0.186764699718824,1.64516828387384,0.187,0.141,1,11,FALSE
ISLR,0.398928694236401,1.12551943046119,0.155,0.128,1,11,FALSE
ADH1C,0.402865888933175,0.154582596751672,0.795,0.859,1,11,FALSE
FLRT3,0.423500935335845,1.24421831591316,0.128,0.103,1,11,FALSE
BACE2,0.501277647406286,0.488544155047499,0.484,0.551,1,11,FALSE
CYP24A1,0.501780194543164,1.09376158846512,0.183,0.167,1,11,FALSE
IGFBP2,0.502124729270561,0.179115953854609,0.493,0.5,1,11,FALSE
GNL2,0.552090226983431,-0.200283662811266,0.169,0.205,1,11,FALSE
LY6D,0.577526004731259,-0.690468152769926,0.411,0.474,1,11,FALSE
BIRC3,0.589445736448161,0.125482667048645,0.256,0.308,1,11,FALSE
CYP26A1,0.815884780557316,0.676174471076096,0.119,0.141,1,11,FALSE
SDPR,0.975153095601106,0.760340100326208,0.205,0.231,1,11,FALSE
PDLIM4,3.86757113368587e-05,-5.29969724194401,0.056,1,1,14,FALSE
KRT6A,0.000157327216018139,-7.69644837797124,0,0.75,1,14,FALSE
KRT13,0.000157327216018139,-4.17875209270877,0,0.75,1,14,FALSE
GNA15,0.000157327216018139,-4.70101004502193,0,0.75,1,14,FALSE
PHLDA1,0.000260650781948597,-3.18828856162867,0.056,1,1,14,FALSE
PLAU,0.000279811095043335,-3.51478891283497,0.111,1,1,14,FALSE
ALDH1A3,0.00239783680435181,-3.5502419879575,0.056,0.75,1,14,FALSE
IGHA1,0.0024832158421223,8.548335466508,1,0.25,1,14,FALSE
IGKC,0.00250435932465319,6.56702024834793,1,0.5,1,14,FALSE
SCGB1A1,0.00251143164855131,4.09287827034407,1,0.75,1,14,FALSE
MIR4435-2HG,0.0028329707984217,-4.00257200147685,0,0.5,1,14,FALSE
GALNT5,0.0028329707984217,-3.6322461366057,0,0.5,1,14,FALSE
FGFBP1,0.0028329707984217,-5.72678428034248,0,0.5,1,14,FALSE
CTSV,0.0028329707984217,-4.75032612228174,0,0.5,1,14,FALSE
FOSL1,0.0028329707984217,-3.6322461366057,0,0.5,1,14,FALSE
DKK1,0.0028329707984217,-8.00347961786374,0,0.5,1,14,FALSE
CYR61,0.00434848374927909,2.36871671843881,1,1,1,14,FALSE
MALL,0.00464117151197006,-3.19695818126704,0.167,1,1,14,FALSE
RRP9,0.00644612245537114,-3.02537951651782,0.111,0.75,1,14,FALSE
PHLDA2,0.00669949792988811,-4.35453674176909,0.167,0.75,1,14,FALSE
IER2,0.00733020995604344,2.10139266172612,0.944,1,1,14,FALSE
LAMC2,0.00910042998375938,-3.08558009652821,0.111,0.75,1,14,FALSE
ANXA2,0.00942248565794312,-1.62926116353605,0.944,1,1,14,FALSE
JUNB,0.00942248565794312,1.54552048243522,1,1,1,14,FALSE
DUSP6,0.010714442062639,3.83574431400693,0.833,0,1,14,FALSE
NOP16,0.0126131276834111,-2.50553440635641,0.167,0.75,1,14,FALSE
S100A10,0.01514781897842,-1.42271359649731,0.833,1,1,14,FALSE
TSC22D1,0.0152628585771214,1.62620770923194,1,0.75,1,14,FALSE
CAV1,0.0155561731858422,-0.56087705175117,0.167,1,1,14,FALSE
TOMM40,0.0170303075249427,-2.39659457417258,0.167,0.75,1,14,FALSE
GNL2,0.0186180013763883,-3.84719900557511,0.056,0.5,1,14,FALSE
LAD1,0.0186180013763883,-3.5459029212775,0.056,0.5,1,14,FALSE
FSCN1,0.0186180013763883,-3.1495172574841,0.056,0.5,1,14,FALSE
CEMIP,0.0186180013763883,-3.54245855694941,0.056,0.5,1,14,FALSE
TIAM1,0.0186180013763883,-4.51302568988076,0.056,0.5,1,14,FALSE
CEBPD,0.0192004247240463,2.44239466929268,0.889,1,1,14,FALSE
RHOD,0.0192912758665628,-1.42776504948098,0.278,1,1,14,FALSE
EMP1,0.0203651522515207,-2.18445995004241,0.389,1,1,14,FALSE
TUBA1C,0.0205461501134694,-3.87994713508687,0.222,0.75,1,14,FALSE
NRP2,0.0237908328759568,-1.8105318547228,0.111,0.75,1,14,FALSE
SERPINB1,0.0268784297161084,-3.23088035351442,0.222,0.75,1,14,FALSE
TUBB6,0.0270718084455382,-2.53814927663595,0.056,0.5,1,14,FALSE
IGHM,0.0290309577531349,2.17286917924484,0.833,0.5,1,14,FALSE
DDX21,0.0298162025659052,-2.59116743097973,0.278,0.75,1,14,FALSE
JCHAIN,0.0340604558439248,5.21198947663446,0.778,0.25,1,14,FALSE
PNRC1,0.0340604558439248,2.57630967673011,0.778,0.25,1,14,FALSE
MSMB,0.0356669720867406,3.83845854388688,0.667,0,1,14,FALSE
GJB3,0.0386523264269463,-2.02620492428157,0.056,0.5,1,14,FALSE
TRIM47,0.0386523264269463,-2.22356170511321,0.056,0.5,1,14,FALSE
TM4SF1,0.0408382041388457,-2.35226924991913,0.389,0.75,1,14,FALSE
BTG2,0.0442362744446375,2.1969988770373,0.889,0.25,1,14,FALSE
ODC1,0.0447078966298032,-1.90134022160172,0.222,0.75,1,14,FALSE
LRRC4,0.0451269488886762,-3.47541134090942,0,0.25,1,14,FALSE
FAM83H,0.0451269488886762,-3.35200420316925,0,0.25,1,14,FALSE
NOL6,0.0451269488886762,-3.13275295176122,0,0.25,1,14,FALSE
NTRK2,0.0451269488886762,-3.02303167602093,0,0.25,1,14,FALSE
ST14,0.0451269488886762,-3.02303167602093,0,0.25,1,14,FALSE
LIG4,0.0451269488886762,-2.96555496391438,0,0.25,1,14,FALSE
SOX9,0.0451269488886762,-3.47541134090942,0,0.25,1,14,FALSE
DSG3,0.0451269488886762,-3.02303167602093,0,0.25,1,14,FALSE
LMTK3,0.0451269488886762,-3.02303167602093,0,0.25,1,14,FALSE
IGFBP6,0.0482657284515089,-1.83425513343702,0.278,0.75,1,14,FALSE
MAP2K3,0.0499123941589032,-3.53425505619167,0.111,0.5,1,14,FALSE
ADH1C,0.0505004714944131,3.69461349081029,0.611,0,1,14,FALSE
ADH7,0.0505004714944131,3.44861518488999,0.611,0,1,14,FALSE
LRRC8A,0.0509114987929029,-1.91903719300179,0.167,0.75,1,14,FALSE
BACE2,0.0568517058128537,-0.791205405345949,0.222,0.75,1,14,FALSE
S100A16,0.0580199114606821,-1.70185437542527,0.5,1,1,14,FALSE
CTGF,0.060371018990891,2.24504665176064,0.944,0.25,1,14,FALSE
PNO1,0.0652169517698446,-1.25406411809568,0.167,0.75,1,14,FALSE
ANXA1,0.0656766510030185,-1.72730919001668,0.722,1,1,14,FALSE
SH3BGRL3,0.0664478253651098,-1.53062980675093,0.778,1,1,14,FALSE
PIGR,0.0666218884299768,-4.87301355656075,0.111,0.5,1,14,FALSE
MUC5AC,0.0698683226381825,2.89856224337938,0.556,0,1,14,FALSE
TOB1,0.0698683226381825,2.57590249655284,0.556,0,1,14,FALSE
SDPR,0.0698683226381825,2.64646899271748,0.556,0,1,14,FALSE
IGFBP2,0.0855747834399219,2.82414689053945,0.667,0.25,1,14,FALSE
SERPINB13,0.0876885596376694,-2.36316320853532,0.111,0.5,1,14,FALSE
SERPINB5,0.0927867186552686,-3.11966074031336,0.167,0.5,1,14,FALSE
LMNA,0.0936207067516218,-1.6382279239804,0.667,1,1,14,FALSE
EGR2,0.094657631776617,2.7274555040179,0.5,0,1,14,FALSE
IGLC3,0.094657631776617,2.07404685621773,0.5,0,1,14,FALSE
CXCL1,0.0965472648944966,1.42449901855489,0.889,0.75,1,14,FALSE
FOS,0.0969244643123336,1.08190790049522,1,1,1,14,FALSE
SLC38A2,0.109525511848475,2.04938207517292,0.722,0.5,1,14,FALSE
AREG,0.113827521410356,-1.71919231829425,0.111,0.5,1,14,FALSE
PTGDS,0.122858083768477,1.24830561988878,0.667,0.25,1,14,FALSE
ZFP36,0.125351135957326,0.98835742315292,0.944,0.75,1,14,FALSE
ISLR,0.125858013229373,1.95545603642109,0.444,0,1,14,FALSE
CSTA,0.128596928299304,2.10218316547076,0.611,0.25,1,14,FALSE
EGR1,0.135860677752042,1.08593959959422,0.889,0.75,1,14,FALSE
SCGB3A1,0.136303416399524,-1.39047709115822,1,0.75,1,14,FALSE
S100A2,0.136303416399524,-3.35449664880789,1,1,1,14,FALSE
FOSB,0.138788977451886,-1.73815110494727,0.333,0.75,1,14,FALSE
TNFRSF12A,0.143147848966967,-3.62289403734272,0.222,0.5,1,14,FALSE
HLA-DPB1,0.145745880640033,-1.21991081400102,0.111,0.5,1,14,FALSE
FST,0.147328564105022,-2.21846474783792,0.167,0.5,1,14,FALSE
HES1,0.155997690188172,1.46712281927042,0.778,0.5,1,14,FALSE
NCOA7,0.158562284869611,2.28626497265677,0.556,0.25,1,14,FALSE
HMGA1,0.158562284869611,-2.20312042469303,0.444,0.75,1,14,FALSE
JUN,0.16014820803952,1.12869189539167,1,0.75,1,14,FALSE
UGT2A1,0.16460990772885,1.87812076136694,0.389,0,1,14,FALSE
ARHGAP29,0.175190884504149,-1.75301433280049,0.222,0.5,1,14,FALSE
DCN,0.179961108151879,1.91572743062562,0.611,0.25,1,14,FALSE
GEM,0.187182266308334,1.08157647033237,0.556,0.25,1,14,FALSE
IGLC2,0.187182266308334,5.8398778190261,0.556,0.25,1,14,FALSE
A2M,0.209728518733552,1.49796112105128,0.778,0.25,1,14,FALSE
CXCL2,0.212304065709616,1.78253960741673,0.333,0,1,14,FALSE
CYP26A1,0.212304065709616,1.40540449785597,0.333,0,1,14,FALSE
TSPAN8,0.212304065709616,2.02102973595563,0.333,0,1,14,FALSE
NKX2-1,0.212304065709616,1.21285904557499,0.333,0,1,14,FALSE
LY6D,0.232430481974116,-2.68295945939508,0.056,0.25,1,14,FALSE
HLA-DRA,0.247787207493901,0.582777965588059,0.833,0.5,1,14,FALSE
GJB2,0.256108408288164,-2.75174879460007,0.333,0.5,1,14,FALSE
IGFBP3,0.270781537882223,1.21495511966605,0.278,0,1,14,FALSE
BPIFA1,0.270781537882223,1.31799439346908,0.278,0,1,14,FALSE
SERPINB4,0.302849975054339,-0.809543601418448,0.222,0.5,1,14,FALSE
H1FX,0.303947943043989,1.48246286277024,0.556,0.5,1,14,FALSE
C1orf116,0.306056079491377,-1.74436435157516,0.056,0.25,1,14,FALSE
MTHFD2,0.306056079491377,-1.05768516648316,0.056,0.25,1,14,FALSE
RAB11FIP1,0.306056079491377,-1.67921177740161,0.056,0.25,1,14,FALSE
LYPD3,0.306056079491377,-1.1151618785897,0.056,0.25,1,14,FALSE
IGHG3,0.306504352202296,0.817956914700252,0.5,0.25,1,14,FALSE
GADD45B,0.315850717236463,1.95279608833798,0.667,0.5,1,14,FALSE
TXN,0.327470542946215,-0.227435145110444,0.889,1,1,14,FALSE
ITGA6,0.342756637255676,1.50575094778484,0.222,0,1,14,FALSE
NR4A1,0.34426365693253,0.833632608611115,0.722,0.75,1,14,FALSE
GNG11,0.371366554191626,0.54544031964964,0.611,0.25,1,14,FALSE
ISG20,0.381564545318412,-0.930240899341261,0.278,0.5,1,14,FALSE
MT2A,0.402273664174939,-3.35089093358322,0.556,0.75,1,14,FALSE
FLRT3,0.416914375402077,0.617067026797766,0.444,0.25,1,14,FALSE
TACSTD2,0.418691350422775,-1.02402545716674,0.944,1,1,14,FALSE
CD74,0.418691350422775,-0.400951824854204,1,1,1,14,FALSE
S100A14,0.432826455583529,0.344767148860254,0.167,0,1,14,FALSE
CRABP2,0.432826455583529,-0.150147207845049,0.167,0,1,14,FALSE
IGHG1,0.432826455583529,0.490429125469332,0.167,0,1,14,FALSE
DSC3,0.432826455583529,1.10892519074004,0.167,0,1,14,FALSE
BIK,0.432826455583529,-0.138419655338363,0.167,0,1,14,FALSE
SERPINE2,0.432826455583529,-4.30510348367207,0.111,0.25,1,14,FALSE
EHD1,0.432826455583529,-2.7230344795679,0.111,0.25,1,14,FALSE
SFN,0.466804211119817,-1.3221120269586,0.722,1,1,14,FALSE
LGALS7B,0.473817326070268,0.784078663039781,0.444,0.25,1,14,FALSE
UPK1B,0.521033893162659,-0.482013288431126,0.111,0.25,1,14,FALSE
KCTD9,0.521033893162659,-1.08740918140672,0.111,0.25,1,14,FALSE
MACC1,0.550466854058989,-0.212343876060304,0.111,0,1,14,FALSE
EIF4EBP1,0.550466854058989,-1.0507904443409,0.111,0,1,14,FALSE
CALML3,0.550466854058989,-0.400153915486777,0.111,0,1,14,FALSE
UNC5B-AS1,0.550466854058989,0.354737826553996,0.111,0,1,14,FALSE
FCGBP,0.550466854058989,0.310797620933039,0.111,0,1,14,FALSE
HLA-DPA1,0.554347415622159,0.167491766986256,0.556,0.25,1,14,FALSE
BRI3,0.554347415622159,0.647357097068361,0.5,0.5,1,14,FALSE
RASD1,0.571266257002229,1.79649124095806,0.333,0.25,1,14,FALSE
DUSP1,0.577891116669015,0.805786390827736,0.778,0.75,1,14,FALSE
KRT8,0.578972945583703,-0.375006256868531,0.778,1,1,14,FALSE
IL1R2,0.612863170260717,-2.82711891024717,0.167,0.25,1,14,FALSE
HLA-DRB1,0.616867077834978,-0.523127710861602,0.556,0.25,1,14,FALSE
COL17A1,0.617680171004748,-0.911610132494866,0.111,0.25,1,14,FALSE
ZNF593,0.667363601277304,-1.12580022181779,0.389,0.5,1,14,FALSE
BIRC3,0.682295582052517,0.296766514842143,0.444,0.75,1,14,FALSE
CYP24A1,0.682295582052517,1.64045662317688,0.5,0.5,1,14,FALSE
ITGB8,0.704321776437346,-1.17692939521038,0.167,0.25,1,14,FALSE
COL1A1,0.718621901031302,-0.190846088222736,0.333,0.25,1,14,FALSE
ATAD3A,0.723673609831763,-1.72013150907618,0.056,0,1,14,FALSE
ANO1,0.723673609831763,-0.630423078851898,0.056,0,1,14,FALSE
KRT4,0.723673609831763,-1.10123066318691,0.056,0,1,14,FALSE
LYZ,0.723673609831763,-1.72013150907618,0.056,0,1,14,FALSE
TTC9,0.723673609831763,-0.355063979425297,0.056,0,1,14,FALSE
C15orf48,0.723673609831763,-0.806434823845923,0.056,0,1,14,FALSE
CRB3,0.723673609831763,-0.630423078851898,0.056,0,1,14,FALSE
ALOX15,0.744902731715791,-0.553289338423495,0.444,0.5,1,14,FALSE
HN1,0.765104457309369,-0.388902982566853,0.778,1,1,14,FALSE
KRT17,0.76574912146066,-0.69943699859603,1,1,1,14,FALSE
CDC42EP5,0.80027180204126,-0.537553962726578,0.167,0.25,1,14,FALSE
GYPC,0.805002902014927,-0.283974995160183,0.333,0.5,1,14,FALSE
MGP,0.825549915569484,-0.69463861336056,0.611,0.5,1,14,FALSE
MRTO4,0.861956725211637,-1.01316192459636,0.222,0.25,1,14,FALSE
TFF3,0.889099828281481,0.554039426878324,0.444,0.5,1,14,FALSE
ACKR1,0.921335922120368,-4.11694263173164,0.389,0.25,1,14,FALSE
BPIFB1,0.95894973160906,0.234183463284559,0.333,0.25,1,14,FALSE
CITED2,0.961913792562422,0.222143528054932,0.389,0.5,1,14,FALSE
ID2,0.962926787787414,0.740623343879886,0.444,0.5,1,14,FALSE
ATF3,0.96550053592736,-0.190641931663027,0.667,0.75,1,14,FALSE
LGALS1,0.965856807937291,0.438774331419046,0.722,1,1,14,FALSE
NR4A2,1,0.545150990730553,0.5,0.75,1,14,FALSE
PAICS,1,-0.294862761834553,0.222,0.25,1,14,FALSE
IRAK1,1,-0.116242795085959,0.222,0.25,1,14,FALSE
CLDN1,1,-0.100818658393392,0.5,0.5,1,14,FALSE
TFF3,2.40807789466427e-05,1.45203202990784,0.698,0.429,1,15,FALSE
TRIM47,2.4696126686964e-05,-1.37220974127646,0.302,0.714,1,15,FALSE
NOL6,2.91684715722661e-05,-1.79430254962257,0.14,0.538,1,15,FALSE
SERPINE2,2.97750647209136e-05,-2.70932550564833,0.116,0.484,1,15,FALSE
MTHFD2,3.64004835505792e-05,-0.971566568627322,0.279,0.703,1,15,FALSE
ADH1C,3.8174115350278e-05,1.28428665862897,0.791,0.659,1,15,FALSE
